time,power,soc,current,voltage,output,loss,temp,warning
59.3,0.0,44.39915650323033,6.711509062272214e-14,368.6339993412623,2.4740904272405315e-11,6.558032859248151e-28,60,
59.4,0.0,44.39915650323033,-1.5608160609935383e-15,368.64371073238334,-5.753850244953599e-13,3.5467998157104484e-31,60,
59.5,0.0,44.39915650323033,-6.243264243974153e-15,368.6533932553513,-2.3016005485308773e-12,5.6748797051367175e-30,60,
59.6,0.0,44.39915650323033,3.7459585463844915e-14,368.6630469959801,1.380996491630739e-11,2.042956693849218e-28,60,
59.7,0.0,44.39915650323033,-7.647998698868337e-14,368.67267203982817,-2.8196081160689188e-11,8.515866357520784e-28,60,
59.8,0.0,44.39915650323033,7.335835486669629e-14,368.6822684721998,2.7045924683642225e-11,7.834880792903821e-28,60,
59.9,0.0,44.39915650323033,-6.711509062272214e-14,368.69183637814575,-2.4744786010377094e-11,6.5580328592486175e-28,60,
60.0,0.0,44.39915650323033,7.804080304967692e-15,368.70137584246385,2.8773751456266626e-12,8.866999539276122e-30,60,
60.1,-50000.0,44.59313730224999,-125.69955776473775,397.77387358499,-49999.99999999994,1905.2989265335468,60,
60.2,-50000.0,44.78678020125584,-125.48059855578796,398.46797493375175,-49999.99999999988,1896.7626284960304,60,
60.3,-50000.0,44.98008766955269,-125.26323945636389,399.15940396398406,-50000.00000000002,1888.3027206820352,60,
60.4,-50000.0,45.173062151245496,-125.04746413694016,399.84817241271406,-49999.99999999993,1879.9182227826684,60,
60.5,-50000.0,45.36570606558007,-124.83325648879985,400.53429195357114,-49999.999999999985,1871.6081704868984,60,
60.6,-50000.0,45.558021807278045,-124.62060062028912,401.2177741972755,-50000.000000000015,1863.3716151658466,60,
60.7,-50000.0,45.75001174686624,-124.40948085315243,401.898630692124,-49999.999999999985,1855.2076235625682,60,
60.8,-50000.0,45.9416782310004,-124.19988171894006,402.57687292447076,-50000.00000000004,1847.1152774896248,60,
60.9,-40000.0,46.09683586226122,-100.54214505701236,397.84311322697613,-40000.00000000003,1209.2449950644461,60,
61.0,-40000.0,46.25177807842141,-100.40255607179769,398.39623177916036,-40000.00000000006,1204.9143993513983,60,
61.1,-40000.0,46.40650625098766,-100.26385582293238,398.94735417557325,-40000.00000000002,1200.6165193281006,60,
61.2,-40000.0,46.56102173934746,-100.12603645714663,399.49648877911744,-39999.99999999998,1196.3509963354543,60,
61.3,-40000.0,46.71532589090967,-99.98909021231535,400.0436439121971,-40000.00000000004,1192.1174767138123,60,
61.4,-20000.0,46.794583739900986,-51.35908614637283,389.415028589103,-19999.999999999978,314.26632593553467,60,
61.5,-20000.0,46.87378382505484,-51.321655179699285,389.69904477888315,-20000.000000000033,313.67825548834844,60,
61.6,-20000.0,46.95292640473831,-51.28439163488145,389.98220242895354,-20000.00000000007,313.0930374219389,60,
61.7,-20000.0,47.03201173571552,-51.247294473238576,390.2645048012051,-19999.999999999985,312.51065081899696,60,
61.8,-20000.0,47.11104007316022,-51.21036266416356,390.5459551450459,-19999.999999999956,311.931074954808,60,
61.9,-20000.0,47.190011670668,-51.1735951850433,390.82655669745606,-19999.99999999999,311.3542892951856,60,
62.0,-20000.0,47.268926780268586,-51.13699102118129,391.1063126830413,-20000.000000000004,310.78027349412173,60,
62.1,0.0,47.268926780268586,-4.0978382988902595e-14,379.62050856498286,-1.5556234590417846e-11,2.2505921907028442e-28,60,
62.2,0.0,47.268926780268586,5.67392995230959e-14,379.60906935757606,2.1538752687963195e-11,4.314744791643323e-28,60,
62.3,0.0,47.268926780268586,2.521746645470929e-14,379.59766783990324,9.57249145503864e-12,8.522952674850402e-29,60,
62.4,0.0,47.268926780268586,8.510894928464386e-14,379.58630388778477,3.2306191486730884e-11,9.708175781197477e-28,60,
62.5,0.0,47.268926780268586,-4.0978382988902595e-14,379.5749773774503,-1.5554368795977197e-11,2.2505921907028442e-28,60,
62.6,0.0,47.268926780268586,-3.1521833068386613e-15,379.5636881855371,-1.1964543217805649e-12,1.3317113554454698e-30,60,
62.7,0.0,47.268926780268586,1.8913099841031968e-14,379.55243618908906,7.178513120551156e-12,4.794160879603692e-29,60,
62.8,0.0,47.268926780268586,5.043493290941858e-14,379.541221265555,1.914213603088706e-11,3.4091810699401606e-28,60,
62.9,0.0,47.268926780268586,5.043493290941858e-14,379.53004329278775,1.914157227058048e-11,3.409181069940403e-28,60,
63.0,0.0,47.268926780268586,4.728274960257992e-14,379.51890214904233,1.7944697219759198e-11,2.9963505497523077e-28,60,
63.1,0.0,47.268926780268586,-7.880458267096654e-14,379.50779771297516,-2.9906953619148594e-11,8.323195971534189e-28,60,
63.2,0.0,47.268926780268586,-1.8913099841031968e-14,379.4967298636422,-7.177459541256203e-12,4.794160879603692e-29,60,
63.3,0.0,47.268926780268586,-4.0978382988902595e-14,379.48569848049806,-1.555071029114506e-11,2.250592190702684e-28,60,
63.4,0.0,47.268926780268586,5.043493290941858e-14,379.4747034433944,1.913878120898911e-11,3.409181069940403e-28,60,
63.5,0.0,47.268926780268586,-7.25002160572892e-14,379.46374463257894,-2.751120347176999e-11,7.0447530703065365e-28,60,
63.6,0.0,47.268926780268586,3.7826199682063936e-14,379.4528219286937,1.4353258212197417e-11,1.9176643518414769e-28,60,
63.7,0.0,47.268926780268586,4.0978382988902595e-14,379.4419352127742,1.5548916943199426e-11,2.2505921907028442e-28,60,
